0	3.0659320434426736	3.0384679412737747	3.0857309333846326
0.1	3.0663689453922336	3.0390934656531807	3.0859692271996244
0.2	3.0668058473417936	3.0397189900325867	3.0862075210146163
0.3	3.067553741431351	3.0407966528799637	3.0866133652423136
0.4	3.0686467685604537	3.0423830812866726	3.08720153774853
0.5	3.070138878635057	3.044574243254233	3.0879956588139197
0.6	3.07211585767268	3.0475203363172256	3.089032572045881
0.7	3.074715021207178	3.051466039196709	3.0903697028304995
0.8	3.0781636158116403	3.0568255778981985	3.092099855706263
0.9	3.0828419814504264	3.0643190101985134	3.094364697696784
0.99	3.0878877753430474	3.0726269872021166	3.0966521743257807
