0	0.11514520880187185	0.06110304927436243	0.15766140442877505
.05	0.11553018828145338	0.061152344061899865	0.15637312152967894
.1	0.11597111119362487	0.06119760968398523	0.15628159008832257
.15	0.11642527093751123	0.06123338130984504	0.15689761671555102
.2	0.1168717447870786	0.06125985494307562	0.1578781324702774
.25	0.1173060854755268	0.06128043731978455	0.15900323377710512
.3	0.11773501277968197	0.061299295806732185	0.1601532233439504
.35	0.11817110510438902	0.0613189082994731	0.1612856510796648
.4	0.11862749106690423	0.06133761312049759	0.16241235501165754
.45	0.1191125410812877	0.06134715891737313	0.163576502203518
.5	0.11962455894279599	0.06133025456088586	0.16482962967263817
.55	0.12013439335717256	0.06125956902515522	0.16620932481053047
.6	0.12064052980055034	0.06108803137590968	0.16771306878697348
.65	0.12146090516604813	0.060908100084118275	0.16984571203146462
.7	0.12125878183306399	0.060198715125607656	0.17076992243950473
.75	0.12058288519338015	0.059194306738604	0.17135939640654316
.8	0.11989921142504663	0.058028176290812465	0.17240705999446687
.85	0.11854089022496848	0.0562468151282404	0.17314077174266562
.9	0.11365804754149299	0.052324223424020495	0.16973902547909717
.95	0.09916766830699687	0.04317622902723403	0.15384665313135248
.99	0.06470345917047342	0.02367480631173397	0.11109052753772078
